id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,brandName,price
38611,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Blue Run Free T-shirt,Nike,11160
28848,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Proline Men Grey Polo T-shirt,Proline,6105
17266,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Green  polo Tshirt,U.S.,14259
25763,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black & Green Suspenders,Lino,8102
44838,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue Heroes T-shirt,Puma,11201
22407,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men Striped White Shirt,Mark,5289
3883,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Wrangler Men's Star Flag Pring Navy T-shirt,Wrangler,6064
1760,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Lotto Men Marcello White T-shirt,Lotto,6105
20284,Men,Apparel,Topwear,Tshirts,Green,Summer,2016.0,Casual,Campbell Men Pack of 3 T-shirts,Campbell,5085
15994,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Turtle Check Men Blue Shirt,Turtle,12179
19241,Men,Apparel,Topwear,Jackets,Black,Fall,2010.0,Casual,Puma Men Lifestyle Track Black Jacket,Puma,47893
31550,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Classic Polo Men White T-shirt,Classic,7124
53754,Men,Apparel,Topwear,Sweatshirts,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Chelsea FC Sweatshirt,ADIDAS,28528
4755,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Sports,ADIDAS Men's Fearless White T-shirt,ADIDAS,9162
7918,Men,Apparel,Topwear,Tshirts,Multi,Fall,2011.0,Casual,Proline Men Multicoloured Striped Polo T-shirt,Proline,8143
12311,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Genesis Men Blue Shirt,Genesis,17316
7053,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,s.Oliver Men Striped Dark Blue Shirt,s.Oliver,20374
43486,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,French Connection Men Grey Check Shirt,French,27509
14518,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey White & Light Brown Striped Shirt,Mark,5289
5662,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Men's Absolut Bangalore Mustard T-shirt,Tantra,4576
11708,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Lee Men Check Green Shirts,Lee,18335
18988,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Originals Men ST Logo White Tshirt,ADIDAS,15278
14746,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Stripes White Shirts,Arrow,16297
26238,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Polo T-Shirt,Proline,6105
19561,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Solid Purple TShirt,United,11201
28927,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Mr. Men Printed Purple T-shirt,Mr.,5595
3284,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Guerrilla Men's Move It Move On Red T-shirt,Guerrilla,5045
29039,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,ADIDAS Men Boston Celtics Green T-shirt,ADIDAS,13239
2784,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ediots Men's Bajau Kya Radio Turquoise T-shirt,Ediots,4066
27202,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Doodle Kids Boy Check Red Shirt,Doodle,6614
8590,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Purple Shirt,Scullers,22412
38791,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Batman Men Crew Neck Blue T-shirt,Batman,6105
21404,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Locomotive Men Printed White T-shirt,Locomotive,5289
34345,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Purple T-shirt,Myntra,4066
10190,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Club Poplin White Shirts,Indigo,11201
48078,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,French Connection Men Blue T-shirt,French,20374
39397,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Peter England Men Polo Neck T-shirt,Peter,5595
23163,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mark Taylor Men Navy Blue Printed T-shirt,Mark,3302
19475,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Summer,2012.0,Casual,Quiksilver Men Navy Blue Nautical Sweatshirt,Quiksilver,39699
6001,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Highlander Men Grey Red Checked Slim Fit Shirt,Highlander,11252
15528,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Scribble Black Tshirts,Puma,8143
28541,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Sports,Nike Men Running Grey T-shirt,Nike,13199
10813,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Wrangler Men Dirt Rider Check Black Shirts,Wrangler,14218
26045,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Purple Shirt,John,11201
16354,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Peter England Men Solid White Shirt,Peter,12220
17278,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed  Steeple Grey Tshirt,U.S.,10182
12030,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White Red Striped Shirt,Mark,5289
46741,Men,Apparel,Topwear,Tshirts,Grey,Fall,2012.0,Casual,Nike Men Grey T-shirt,Nike,9122
1678,Men,Apparel,Topwear,Tshirts,Green,Fall,2010.0,Casual,Reebok Men Play Hard Cotton Green T-shirt,Reebok,8143
6023,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone Green T-shirt,UCB,9162
30796,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Ethnic,Fabindia Men Striped Maroon Shirt,Fabindia,6421
1540,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,Puma Men Ferrari Vintage Black Polo T-shirt,Puma,28528
24846,Men,Apparel,Topwear,Jackets,Grey,Summer,2015.0,Casual,Wildcraft Men Grey Wind Cheater Jacket,Wildcraft,10141
3198,Men,Apparel,Topwear,Tshirts,Cream,Summer,2011.0,Casual,Tantra Men's Love India Cream T-shirt,Tantra,4576
12950,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Checked Shirt,Basics,15278
12945,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Basics Men Brown Slim Fit Shirt,Basics,15278
57931,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,French Connection Men Grey Melange T-shirt,French,17316
39698,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Spykar Men Ranger White Shirt,Spykar,17316
13764,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Belmonte Men Check White Shirts,Belmonte,11160
19392,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,ADIDAS Men Solid Black Jersey,ADIDAS,10182
11776,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Men Printed Grey Tshirts,Lee,14259
21236,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Blue Check Shirt,Highlander,9264
14646,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Probase Men Funky Music Maroon Tshirts,Probase,4066
26263,Men,Apparel,Topwear,Tshirts,Blue,Summer,2013.0,Casual,Proline Men Blue Polo T-Shirt,Proline,6105
2132,Men,Apparel,Topwear,Shirts,Brown,Spring,2011.0,Casual,Basics Men Brown Slim Fit Shirt,Basics,12730
37772,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Gingham Blue Shirt,John,8143
3914,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Urban Yoga Men's Mind Body Soul Black T-shirt,Urban,4576
27587,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Scullers Men Yellow & Navy Blue Striped T-shirt,Scullers,10182
30357,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Rare Breed Off White T-shirt,Myntra,4066
11162,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Solid Black Shirts,John,10691
15327,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Nike Men Stripes Blue Tshirts,Nike,20333
5983,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Highlander Men Green Checked Slim Fit Shirt,Highlander,11252
10341,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,United Colors of Benetton Men Printed Pink Tshirts,United,12220
23207,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Blue Check Shirt,Highlander,9927
13963,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Formal,John Miller Men Stripes White Shirts,John,10182
13392,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts,United,20374
15472,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Logo Blue Tshirts,Puma,8143
56697,Men,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Men Black Kurta,Fabindia,4994
30650,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Printed Black T-shirt,Nike,16256
16045,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Highlander Men Check White Shirt,Highlander,11914
5865,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Twelve Faster T-shirt,ADIDAS,10182
26236,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Proline Men Blue T-shirt,Proline,7124
32766,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men Striped White Shirt,John,8653
17186,Men,Apparel,Topwear,Shirts,Maroon,Winter,2016.0,Casual,U.S. Polo Assn. Men Checks Maroon Shirt,U.S.,17316
31460,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Nike Men Cricket Off White T-shirt,Nike,8102
12801,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men Red Manchester United Jersey,Nike,33583
18929,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Levi's Men Graphic Print Red Tshirt,Levi's,12220
8315,Men,Apparel,Topwear,Tshirts,Blue,Spring,2013.0,Casual,Wildcraft Men Organic Cotton Blue T-shirt,Wildcraft,6064
20785,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Classic Polo Men Striped White Sweatshirt,Classic,13239
13420,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Solid Purple  polo T-shirts,United,13239
48068,Men,Apparel,Topwear,Tshirts,Grey Melange,Fall,2012.0,Casual,French Connection Grey T-shirt,French,17316
26419,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Turtle Men Check Green Shirt,Turtle,12179
10723,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Nike Men Trainng Men's tshirt White Tshirts,Nike,8102
24342,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,ADIDAS Men Black T-shirt,ADIDAS,9162
12173,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Basics Men Black Slim Fit Checked Shirt,Basics,13239
3268,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Guerrilla Men's Judgement Day Grey T-shirt,Guerrilla,5045
33298,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Arrow Sport Men White Striped Shirt,Arrow,17316
31644,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,Indigo Nation Men Black Shirt,Indigo,13749
10461,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Men White Polo Tshirts,Flying,9162
19957,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Grey Sweater,United,25470
22341,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,John Players Men Printed Green T-Shirt,John,11201
19850,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,U.S. Polo Assn. Men Purple Shirt,U.S.,20374
14511,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,Mark,5289
4364,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Free Authority Men's Paris Records Light Grey T-shirt,Free,6105
16426,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Levi's Men Printed Green Tshirts,Levi's,10182
6698,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Men's Polo Neck Logo At Chest Pink T-shirt,UCB,8143
17280,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,U.S. Polo Assn. Men Red T-shirt,U.S.,10182
8773,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Price catch Yellow Shirts,Indigo,9162
30106,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Flying Machine Men Navy Blue Shirt,Flying,12220
23033,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Arrow Men Pink Striped Shirt,Arrow,18335
7647,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men's Ducati One Ups Black T-shirt,Puma,19355
27529,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Check Blue Shirt,Scullers,17316
43060,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men White FFF T-shirt,Nike,14218
16005,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Turtle Stripes Men Grey Sweaters,Turtle,16256
12930,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Classic Polo Men Club Navy Blue Tshirts,Classic,9162
5527,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Mr.Men Men's Mr.Funny Purple T-shirt,Mr.Men,5085
4081,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Men's Type Bee Grey Melange T-shirt,Inkfruit,5085
24525,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mother Earth Men White Shirt,Mother,9672
46406,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,ADIDAS Men Green Printed T-shirt,ADIDAS,12220
2853,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Mr.Men Printed White T-shirt,Mr.Men,5595
5907,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Puma Men's Massa Lifestyle Black T-shirt,Puma,17316
19981,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White TShirt,United,11201
13827,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Indigo Nation Men Solid Black Sweaters,Indigo,15278
29049,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,ADIDAS Men Graphic Grey T-shirt,ADIDAS,12220
59305,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Red & Navy Blue Shirt,U.S.,19355
23965,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Peter England Men Green Printed T-shirt,Peter,4576
14015,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men Solid Off-White Polo Jerseys,Nike,12179
8386,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men Neo Crkt Cc White Polo T-Shirts,ADIDAS,12220
9465,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Self Structure Shirts,John,12220
33242,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Formal,Arrow Men White Check Shirt,Arrow,20374
3132,Men,Apparel,Topwear,Tshirts,Multi,Fall,2010.0,Casual,DUSG Men's Tadoba Organic Cotton Cappuccino T-shirt,DUSG,7083
40051,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2013.0,Sports,ADIDAS Men Navy Messi Track Jacket,ADIDAS,28528
41393,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Wrangler Men Purple Shirt,Wrangler,17275
14749,Men,Apparel,Topwear,Shirts,Lavender,Fall,2011.0,Formal,Arrow Men Stripes Lavender Shirts,Arrow,22412
25793,Men,Apparel,Topwear,Suspenders,Maroon,Summer,2012.0,Formal,Arrow Men Maroon Suspenders,Arrow,10182
27583,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Scullers Men Yellow & Navy Blue Striped T-shirt,Scullers,10182
8809,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Scul Black White Shirt,Scullers,20884
16303,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Peter England Men Check Navy Blue Shirt,Peter,13239
26077,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Formal,John Miller Men Check Pink Shirt,John,10182
4353,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Superman Men's Superman Shield Desi Dark Grey T-shirt,Superman,5085
32415,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men Fly White T-shirt,ADIDAS,11201
14088,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Flying Machine Men Black Polo Tshirts,Flying,15278
5516,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Probase Men's Crack Print Crew Challenger White T-shirt,Probase,4066
21225,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Basics Men Grey Printed T-shirt,Basics,8653
3982,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mr.Men Men's Wassup Grey T-shirt,Mr.Men,6614
7458,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Proline Men Grey Striped Polo T-shirt,Proline,7644
3758,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Status Quo Men's Buchanan Street Green T-shirt,Status,7124
15629,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Nike Men AS Squad Fleece FZ Hoody Navy Blue Sweatshirts,Nike,19314
18984,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,ADIDAS Originals Men Purple Polo T-shirt,ADIDAS,20374
7005,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,s.Oliver Men's Let Me Be Your Valentine Grey T-shirt,s.Oliver,10182
16555,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy Printed Polo T-shirt,Basics,11201
3731,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,CSK Mens Premium Jersey,CSK,30566
14913,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Mr. Men Men Mr. Nonsense Purple Tshirts,Mr.,5595
22207,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Timberland Men Pink Shirt,Timberland,25378
9229,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,Mark,5289
7789,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Men Blue Polo T-shirt,Proline,5085
37795,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Players Men Check White & Green Shirt,John,6105
15322,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Nike Men Solid Black Jacket,Nike,38679
59297,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Casual,U.S. Polo Assn. Men White & Navy Blue Shirt,U.S.,19355
4857,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men Arsenal Red Jersey,Nike,30525
10876,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Wrangler Men Motor City Grey T-Shirts,Wrangler,7593
3276,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Guerrilla Men's Wanted Coffee T-shirt,Guerrilla,5045
32422,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men One Love Black T-shirt,ADIDAS,12220
29841,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Basics Men Navy Shirt,Basics,14259
4038,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Puma Men's Rajasthan Royals Blue T-shirt,Puma,8153
48427,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt,French,15278
42097,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Navy Blue Polo T-shirt,ADIDAS,15278
40044,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black T-shirt,ADIDAS,13239
59121,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Men Black Jacket,Just,24410
14100,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Flying Machine Men Printed Purple Tshirts,Flying,9162
11040,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirt,Scullers,15278
11116,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Indigo Nation Men Solid Grey Shirts,Indigo,14259
4381,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Superman Men's Silhouette Light Blue T-shirt,Superman,5085
11996,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Classic Polo Men Stripes Red Tshirts,Classic,9162
29765,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Griffith White Shirt,Wrangler,13199
6693,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,UCB Men's Milange Effect Brown T-shirt,UCB,13239
18937,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Levi's Men Graphic Print Purple Tshirt,Levi's,12220
18857,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Generation Navy Blue Polo Tshirt,Puma,10182
2348,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,Reebok Men Basketball Blue T-shirt,Reebok,6105
24020,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Locomotive Men Printed Charcoal T-shirt,Locomotive,5289
20282,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Arrow Men Solid Purple Slim Fit Shirt,Arrow,18335
11085,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirts,Scullers,20374
8944,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts,Indigo,14259
30305,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men I M The Captain Off White T-shirt,Myntra,4066
13494,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Nike Men Manchester United White Tshirts,Nike,12179
16395,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Levis Men Check Black Shirts,Levis,18335
30136,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Flying Machine Men Printed Navy Blue T-shirt,Flying,7124
12254,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Genesis Men Check Red Shirts,Genesis,15278
10475,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Flying Machine Men FS Solid Brown Shirts,Flying,15278
10859,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Furious Rides Navy Blue T-Shirts,Wrangler,11160
3341,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,ADIDAS Men's Mumbai Indians Graphic Blue T-shirt,ADIDAS,14259
9865,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Status Quo Men Grey & Blue Striped T-shirt,Status,10182
34358,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Say It Loud T-shirt,Myntra,4066
16388,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Peter England Men Stripes Brown Shirt,Peter,8143
31263,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue T-shirt,Puma,6105
16912,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Mr. Men Men Printed Green Tshirt,Mr.,6614
6294,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Men's Super Star Print Green T-shirt,UCB,11201
40264,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Scullers Men Navy Blue Striped T-shirt,Scullers,11201
17910,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,Nike Men Sptcas Black Sweatshirt,Nike,26449
16550,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Shirt,Basics,13239
20140,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Check White Shirt,Wrangler,16256
9460,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men Stripes White Blend White Shirts,John,10691
16539,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Striped Shirt,Basics,15278
7299,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Jimi Hendrix Men's Note Light Grey T-shirt,Jimi,6105
10439,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Flying Machine Men Walnut Brown Tshirts,Flying,9162
16548,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Checked Shirt,Basics,15278
44333,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Indian Terrain Men Green Check Shirt,Indian,14259
15907,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Black Coffee Men Check White Shirt,Black,9264
19810,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Purple Sweatshirt,U.S.,25470
7562,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As T90 Ss Top T-Shirt,Nike,20333
11388,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,United Colors of Benetton Men Light WinterMaroon Maroon Tshirts,United,11201
